"PROBE_NAME","ACCNUM","SYMBOL","DESC","ACHROMOSOME","normal1","normal2","normal3","normal4","normal5","normal6","normal7","cancer1","cancer2","cancer3","cancer4","cancer5","cancer6","cancer7"
"34742_at","Z23115","BCL2L1","BCL2-like 1",20,114.7,454.8,323.8,157.7,431.9,123.7,787.4,93.1,308.4,42.7,106.9,285.7,174.1,308.8
"34743_at","D63481","SCRIB","scribbled homolog (Drosophila)",8,1243.2,651.6,874.9,1256,293.2,2593.5,787.9,1965.8,1393.7,1563.1,1440.4,987.2,917.8,1868.8
"34744_at","M96646","HARS","histidyl-tRNA synthetase",5,209.5,35.4,47,362.9,50.8,35,56.6,149.1,294.8,189.4,93.4,92.4,314.3,253.3
"34745_at","AF070570","RAPGEF2","Rap guanine nucleotide exchange factor (GEF) 2",4,1771.8,863.7,1074.5,239.2,935.8,479.2,725.3,1045.7,1848.9,3501.1,1558.2,2799.5,1460.2,3797.6
"34746_at","W28085","NA","NA","NA",35.4,46.2,149.3,594.6,70.9,84.2,38.1,53.1,38.2,47.5,421.7,35.5,29.2,84.4
"34747_at","X83535","MMP14","matrix metallopeptidase 14 (membrane-inserted)",14,80.3,262.3,277.4,83.4,377.5,207,188.6,51.3,53.6,44.5,58.9,71,55.8,103.9
"34748_at","AB020653","RASGRP3","RAS guanyl releasing protein 3 (calcium and DAG-regulated)",2,517.1,131.8,925.1,143.3,128.5,129.6,142.2,42.5,24.9,33.1,39.2,262.4,27.1,84.2
"34749_at","U83461","SLC31A2","solute carrier family 31 (copper transporters), member 2",9,97.4,127.4,92.1,238.3,154.2,354.9,401.1,104.9,55.6,434.6,96.9,400.9,141.4,144.6
"34750_r_at","AB023214","ZBTB1","zinc finger and BTB domain containing 1",14,94.1,9.5,446.1,182.3,16.9,139.4,193.4,86,66.3,85.5,110.2,75.7,19.4,64
"34751_at","AI970189","ZBTB1","zinc finger and BTB domain containing 1",14,226.8,49.7,48.4,20.5,44.6,254.5,105.3,113.9,340.2,266.5,188.4,155.4,203.1,241.6
"34752_at","AL080111","NEK7","NIMA (never in mitosis gene a)-related kinase 7",1,231.7,296.7,34.2,66.6,415.8,52.6,230.2,191.6,1003.6,695.6,124,383.4,804.2,504
"34753_at","X92396","VAMP7","vesicle-associated membrane protein 7","X, Y",413,382.5,888,14.2,114.6,74.5,113.6,377.7,610,699.4,227.9,394.2,2372.7,936.8
"34754_at","W26641","SCYL3","SCY1-like 3 (S. cerevisiae)",1,136.4,282.4,200.5,381,351.7,593,434,30.6,32.7,42.5,72.6,204.2,98.7,159.7
"34755_at","AJ236876","PARP2","poly (ADP-ribose) polymerase 2",14,576.4,738.1,770.8,526.1,1169.4,594.4,758.6,769.5,1152.9,1300.8,734.2,293.3,1088.2,1243.3
"34756_g_at","AJ236876","PARP2","poly (ADP-ribose) polymerase 2",14,589.1,25.3,40.8,300.9,36.8,185.6,155.3,256.8,318.1,348.7,319.9,157.3,340.9,428.7
"34757_at","AA595596","PARP2","poly (ADP-ribose) polymerase 2",14,333.2,98.1,766.2,85.1,723.8,149.1,239.5,102.2,274.6,266.7,186.1,177.6,153.3,323.1
"34758_at","U23028","EIF2B5","eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa",3,514.4,66.2,497.9,39.7,76.4,56.4,144.4,693.9,495.3,461,556.4,188.2,477.2,517.1
"34759_at","U68494","SLC30A1","solute carrier family 30 (zinc transporter), member 1",1,719.6,1102.8,444.9,892.5,1397,1242.4,1033.6,579.7,418.4,1096.7,1050.4,736.7,683.2,796.9
"34760_at","D14664","CD302","CD302 molecule",2,170,22.9,750.6,31.2,71.2,28.8,124.3,13.5,43,278.3,13.1,505.7,34.9,65.1
"34761_r_at","U41766","ADAM9","ADAM metallopeptidase domain 9",8,171.3,86.1,44.9,14.4,95.1,16.1,94.5,131.1,121.5,355.4,102.9,166.9,140.2,20.4
"34762_at","AB012770","RNF8","ring finger protein 8",6,44.3,415.4,196.3,194.2,195.9,594.4,232.4,38.1,67.9,55.9,34.9,45.3,81.3,52.9
"34763_at","AF020043","SMC3","structural maintenance of chromosomes 3",10,336.4,15.1,51.8,76.2,146.7,123.8,69.9,683.4,892.8,832.9,140.8,118,735.1,470.8
"34764_at","D21851","LARS2","leucyl-tRNA synthetase 2, mitochondrial",3,514.2,451.4,162.9,598.9,661.2,557,479.2,613.4,404.9,831.7,441.4,274.8,441.8,476.6
"34765_at","D13645","KIAA0020","KIAA0020",9,541.9,178.3,93.9,53.3,224,161,157.2,962.7,708,411.8,304,174.6,355.5,455.1
"34766_r_at","AL050209","SLC25A24","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24",1,77.7,54.7,509.4,242.4,30.8,25.5,82.3,36,39.2,27.9,74.2,128.3,47.3,52.6
"34767_at","AI670788","MOAP1","modulator of apoptosis 1",14,408.9,242.3,26,199.1,123.8,32.6,113.2,566.4,1523.1,588.9,210.2,473.6,502,486.5
"34768_at","AL080080","TMX1","thioredoxin-related transmembrane protein 1",14,321.1,373.3,138.3,424,691.2,234.3,393.7,360.1,570.9,384.3,222.2,316.1,400.8,316.9
"34769_at","U82535","FAAH","fatty acid amide hydrolase",1,528.9,504.1,1521.2,1002.2,1508.2,329.7,594,758.1,902.5,538.4,1274.3,708.8,532.3,661.1
"34770_at","Z14138","MAP3K8","mitogen-activated protein kinase kinase kinase 8",10,6.3,6.3,24.6,9.9,42.1,17.2,19.4,1.2,4.5,1.5,3,85.9,3.9,3.9
"34771_at","AF035959","PPAP2C","phosphatidic acid phosphatase type 2C",19,221.7,1000.9,242.2,104.2,624.7,728.8,1151.6,294.3,307.2,187.2,299.7,943.7,308.4,220.4
"34772_at","AB023142","CORO2B","coronin, actin binding protein, 2B",15,173.8,234.9,1027.3,134.9,644.9,519.7,512.8,93.5,89.1,86.1,88.5,228,56.7,49.4
"34773_at","AF038952","TBCA","tubulin folding cofactor A",5,1782.5,599.1,218,349.8,58.5,190.6,415.1,2365.5,2619.7,1471.5,1183.5,1322,1475.9,1885.9
"34774_at","U44772","PPT1","palmitoyl-protein thioesterase 1",1,340.6,302.1,514.5,252.8,322,146.1,405,1473.7,1155.3,844.7,326.4,956,895.3,541.1
"34775_at","AF065388","TSPAN1","tetraspanin 1",1,48.7,306.5,120.3,143,270.2,259.7,242,65.5,58.7,27,82.2,1522.5,32.1,128.5
"34776_at","W27541","CDC42EP4","CDC42 effector protein (Rho GTPase binding) 4",17,175.2,538.3,134.7,34.5,119.3,69.1,79,555.6,13.7,97.8,254.7,554.8,180,57.6
"34777_at","D14874","ADM","adrenomedullin",11,608.8,858.1,1386.7,548.9,457.6,153.9,286.7,925.1,93.8,1277.5,70.4,316,112.8,138.4
"34778_at","AA418080","LRRC15","leucine rich repeat containing 15",3,325.1,1141.8,1491.6,89.6,159.1,1818.9,664.9,276.8,132,942.9,1027.3,109.7,109.5,194.2
"34779_at","R90942","ST6GALNAC4","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",9,265.8,808.7,2436.8,826.6,1045.7,441.8,680.7,321.4,416.8,193,300.9,498.5,477.3,218.2
"34780_at","AB002313","PLXNB2","plexin B2",22,1381.9,2561.8,1528.7,3242.6,2363,2256.2,2354.1,3073.8,2091,2902.8,2006,2549.2,2700.2,1016.1
"34781_at","D84145","DCTN6","dynactin 6",8,440.5,464.4,1011.9,25.8,84.1,66.5,482.4,569.3,567.1,584.7,264.4,297.6,448.3,264
"34782_at","AL021938","JARID2","jumonji, AT rich interactive domain 2",6,2468.2,1452.8,258.9,1485.9,1667.2,1448.1,1418.7,2613.7,2824.5,3644,1748.3,589.3,868.8,487.8
"34783_s_at","AF047473","BUB3","budding uninhibited by benzimidazoles 3 homolog (yeast)",10,707.7,293,784,740.4,596.1,480.7,413.2,943.2,1036.5,504.9,523.4,529.3,469.3,367.4
"34784_at","Z83844","TRIOBP","TRIO and F-actin binding protein",22,2371.2,731.8,984.8,3340.4,1428,1883.3,1657.9,1689.9,1017,1609.8,2778.1,2069.5,1087.2,687.4
"34785_at","AB028948","MED13L","mediator complex subunit 13-like",12,486.5,186.3,708.9,30.1,304.9,272.3,375.5,219.4,718.5,571.2,232.1,539.7,516.5,177.7
"34786_at","AB018285","KDM3A","lysine (K)-specific demethylase 3A",2,1164.5,255.1,73.7,242.5,132.3,74.6,222.6,1038.4,926.5,825.8,410.8,274.8,891.3,441.1
"34787_at","X93209","NRD1","nardilysin (N-arginine dibasic convertase)",1,8329.4,708.8,782.9,2119.9,228.6,1605.4,1334.2,10561.4,5969.4,7546.5,10334.2,1712,7111.8,2534.9
"34788_at","AL049365","FAM102A","family with sequence similarity 102, member A",9,544,1320.7,251.3,191.9,447.3,558.2,608.9,626.4,489.7,606.3,1158.9,895.4,693.4,969.2
"34789_at","S69272","SERPINB6","serpin peptidase inhibitor, clade B (ovalbumin), member 6",6,724.6,92.2,1112.2,1176.1,367.3,145.2,677.2,480.9,181.4,906.2,1585.6,4144.4,1071.2,527.8
"34790_at","S70154","ACAT2","acetyl-CoA acetyltransferase 2",6,85.9,215.3,64.8,45.8,56.2,35.6,12.8,255.2,127.9,87.8,58.3,107,126.4,68.5
"34791_at","X52882","TCP1","t-complex 1",6,1778.1,505.3,286.5,181.9,376.1,351,429.7,3705.4,2482.2,1966.3,1109.4,914.7,1986.3,2349.1
"34792_at","AL049954","AHCYL1","adenosylhomocysteinase-like 1",1,79.8,279,54.7,132.1,245.4,809.2,770.2,75.6,154.4,34.1,49.8,1959,3656,1418.9
"34793_s_at","M22299","PLS3","plastin 3","X",2165.5,558.9,216.5,40.1,66.4,646.6,551.5,858.8,324.2,2860.7,672.1,4420.2,442.6,424.5
"34794_r_at","M22299","PLS3","plastin 3","X",72.7,44,1263.1,32.3,289.4,21.2,288.1,35.9,29,48.6,35.5,126,30.4,74.8
"34795_at","U84573","PLOD2","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2",3,601.6,590.8,1498.8,555.8,426.7,636.3,388,1457.4,998.8,2461.2,1047.5,484.8,232.7,1116.7
"34796_at","X63679","TRAM1","translocation associated membrane protein 1",8,940.6,385.6,840.5,836.5,333.3,368.8,349.1,406,284.3,1116.4,703.5,1033.2,430.6,690.4
"34797_at","AF014402","PPAP2A","phosphatidic acid phosphatase type 2A",5,412.7,387.6,61.4,59,114.7,237,54,138.7,339.2,1415.9,318.5,397.5,485.7,155.3
"34798_at","Z35491","BAG1","BCL2-associated athanogene",9,432.9,657.5,852.8,145.3,118.2,467,350,720.9,349.5,177.8,471.4,822,492.9,371.2
"34799_at","AF070643","IFT20","intraflagellar transport 20 homolog (Chlamydomonas)",17,134.6,32.8,962.7,249.7,611.2,328.9,141.8,206.1,409.9,219.7,117.1,130.7,191.5,264.9
"347_s_at","D14530","RPS23","ribosomal protein S23",5,29719.7,6465.7,690.8,2295.8,123.2,2285.8,16153.7,11173.3,19867.4,10902.3,14373.7,12558.2,17088,9811.1
"34800_at","AL039458","LRIG1","leucine-rich repeats and immunoglobulin-like domains 1",3,2301.2,26.6,61.8,193.7,73.6,51.1,45,308.3,984.2,788.3,1001.9,1661,852.5,99.4
"34801_at","AB014610","PAN2","PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)",12,1230.2,64,98.8,338.9,63.2,93.1,155.8,1134.6,927.5,1263.6,1584.1,392.9,689.8,575.6
"34802_at","X15882","COL6A2","collagen, type VI, alpha 2",21,1303.1,1139,1207.7,3283.6,283.4,2204.4,1924.8,2094.2,380.9,1046.4,1610.3,995.2,810.4,1700.4
"34803_at","AF022789","USP12","ubiquitin specific peptidase 12",13,371.9,1648.8,1363,435.9,2852.4,2177.5,1162.9,571.9,896.4,493.7,374.2,616.2,725.1,900.9
"34804_at","AL049246","SLC25A36","solute carrier family 25, member 36",3,1622.9,377.5,221.6,460.5,93.2,336.9,394,1845.1,2969.6,1802.7,943.9,827.7,2358.9,1492.1
"34805_at","AA195301","CCDC86","coiled-coil domain containing 86",11,29.6,88.8,188.7,66.6,66.1,50.6,50.7,181.2,20.4,131.4,29,34.8,158.2,17.6
"34806_at","AB008535","GPR44","G protein-coupled receptor 44",11,31.4,141.9,194.2,284.2,98.9,77.1,64.9,31.1,13,17.5,27.4,41.8,22.6,42.8
"34807_at","AJ010841","GLRX3","glutaredoxin 3",10,7.8,143.7,699.3,144.5,54.9,45.7,126.5,25.9,14.5,4.1,10.4,7.1,5.4,45.4
"34808_at","AB023216","SIK3","SIK family kinase 3",11,898.4,591.5,276,577.9,692.9,780.5,824.7,806.3,786.1,746.2,554,950.4,846.4,707.5
"34809_at","H53921","SIK3","SIK family kinase 3",11,76.4,81.7,730.4,144.3,540.5,58.5,209,60.7,229.4,51.2,48.3,84.3,142.7,251.4
"34810_at","AC004382","COQ9","coenzyme Q9 homolog (S. cerevisiae)",16,1440.2,1681.7,406.8,1126,1485,1422.8,1072.9,1828.1,1154.4,1700.7,1711.7,1157.3,1304.2,1458
"34811_at","U09813","ATP5G3","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)",2,2667.7,563.6,75.1,311.5,61.5,48.8,592,2106.6,1975.3,842.4,1409.2,818,1958.4,1234
"34812_at","W26099","GORASP1","golgi reassembly stacking protein 1, 65kDa",3,485.7,450.3,106,382.2,552.1,78.7,153.8,536,732.8,602.7,454.2,503.8,404.6,329.1
"34813_at","AL079283","EIF1AX","eukaryotic translation initiation factor 1A, X-linked","X",379.9,34,233.8,41.1,161.4,59.2,33,173.1,303.9,278.9,118.3,274.5,320.2,277.4
"34814_at","AL041443","UBA2","ubiquitin-like modifier activating enzyme 2",19,639.9,301.9,536,179.3,275.8,151.9,488.2,1988,2301.5,1646.8,276.1,414.3,1087.6,1037.2
"34815_at","U80743","EP400","E1A binding protein p400",12,176.4,326.3,502.1,19,578.9,37.9,369,125.7,605.2,127.9,42.5,35.3,191.6,178.6
"34816_at","AI143868","EP400","E1A binding protein p400",12,325.8,43.7,42.6,11,287.6,198.4,52.1,398,872.8,330.2,238.6,229.6,362.2,143.3
"34817_s_at","U70671","ATXN2L","ataxin 2-like",16,1708.3,555,782.6,1160.1,527.6,887.3,679.7,2968.4,2094.6,1699.4,1329.7,714.1,1277.1,575.5
"34818_at","X96381","ETV5","ets variant 5",3,6290.9,1296.3,157,645.9,130.8,79,407.6,336.2,186.1,1650.8,1499.8,862.6,1488.5,1396.5
"34819_at","D14043","CD164","CD164 molecule, sialomucin",6,331.5,290.6,214.7,120.1,42.6,312.9,241.9,793.6,491.1,863.5,204.5,762.3,859.1,513.3
"34820_at","M57399","PTN","pleiotrophin",7,360.8,573.3,785.5,419,98,574,268.6,113.7,752.8,406,816.1,521.2,876.1,159.1
"34821_at","AL050197","CCDC28A","coiled-coil domain containing 28A",6,403.9,268.6,217.5,229.7,621.5,266.3,116.6,548,584.8,277.6,144,375.3,555.7,242.1
"34822_at","U58334","TP53BP2","tumor protein p53 binding protein, 2",1,535.4,37.3,237.7,741,42.3,53.1,217.4,393,417,204.5,212.1,407,615.7,183.7
"34823_at","X60708","DPP4","dipeptidyl-peptidase 4",2,17.5,20.9,290.4,8.1,63.6,40,150.3,12.1,6,28.1,7.4,68.5,6.8,10.1
"34824_at","AB015344","UBQLN2","ubiquilin 2","X",575.9,114.5,196.6,76.3,43.5,145.6,43,491.7,766.2,586.7,260.2,523,541.3,395.8
"34825_at","AL031775","TDP2","tyrosyl-DNA phosphodiesterase 2",6,1048.9,320.7,55.3,42.3,254.5,246.4,393.3,1234.9,791.6,821.7,828.7,869.2,600.4,251.5
"34826_at","L21936","SDHA","succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",5,3911.9,1619.3,1522.6,828.2,931,640.7,1689.9,1426.9,1133.6,2145.1,4395.6,2233.3,2058.3,704.5
"34827_at","AF045458","ULK1","unc-51-like kinase 1 (C. elegans)",12,1161.5,1063.6,119,1457.6,275.5,242.3,566.6,1279.3,1086.8,1456.6,2691.1,497.6,1228.4,682.2
"34828_at","AL037557","POLR2I","polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa",19,858.5,629.9,50.3,2063.4,211.7,759.7,1212.4,1457.1,933.3,717.1,1060,904.3,871.2,2429.3
"34829_at","U59151","DKC1","dyskeratosis congenita 1, dyskerin","X",1307.7,2287.2,718.5,1544.1,1537.2,2149.3,1218.2,3042.2,1490,2606.5,1499.4,735,999.2,1266.6
"34830_at","W25986","VOPP1","vesicular, overexpressed in cancer, prosurvival protein 1",7,779.2,1005.5,2353.1,1157.7,1223.2,1459.8,1690.4,1459.6,1058.3,1539.2,2329.3,2643.3,565.7,706.2
"34831_at","AF055004","IQSEC1","IQ motif and Sec7 domain 1",3,17.6,33.9,764.7,56.2,46.6,46.9,53.5,7.6,20.8,16.2,22.7,19.4,213.6,52.5
"34832_s_at","AB018306","IQSEC1","IQ motif and Sec7 domain 1",3,814.6,2264.2,1591.5,579.6,1981.7,2504,1366.3,644.5,783.8,760.2,587.3,722.4,973.6,1205.4
"34833_at","AL050157","FAM32A","family with sequence similarity 32, member A",19,1274.7,852.1,1291.4,540.1,313,400.1,965.5,860.1,745.9,1017.2,1006.4,1819.9,1398.8,1331
"34834_at","AB028991","NUDCD3","NudC domain containing 3",7,127.8,216.4,899.5,35,145.1,643.3,467.7,59,41,127.4,121.2,231.4,61.2,85.9
"34835_at","D87442","NCSTN","nicastrin",1,2169.7,3186.7,240,805.6,4383.7,3821.3,3006.2,2763,3085.4,2429,3151,2831.8,2350.1,4372
"34836_at","U18420","RAB5C","RAB5C, member RAS oncogene family",17,1073.3,2495.1,91.1,451.5,184.7,256.7,856.3,633.7,846.4,799.6,523.6,1510.9,2272.6,2213.5
"34837_at","AB002374","SPECC1L","sperm antigen with calponin homology and coiled-coil domains 1-like",22,644.6,56.7,769.3,485,114.7,836.4,820.5,610.8,370,410.6,654.3,668.5,683.3,612.3
"34838_at","AL050130","HSDL2","hydroxysteroid dehydrogenase like 2",9,32.1,247.2,243,37.6,171.3,70.2,242.6,40.8,32.9,3.9,8.8,24.3,59.9,80
"34839_at","AB029027","PITRM1","pitrilysin metallopeptidase 1",10,1322.2,402.9,621.8,547.9,102.5,170.2,460.4,532.1,1287.6,1493.2,1384.4,1180.1,1494.3,996.7
"34840_at","AI700633","SERINC5","serine incorporator 5",5,466.9,82.9,662.7,257.4,68.6,147.2,230,128,621.7,408.9,343.4,640.2,215.8,669.8
"34841_at","AC002544","NA","NA","NA",5549.5,118.6,402.8,5588.5,114.5,3084.3,2419.9,5613.4,5655.6,3531.2,6881.2,4265.2,11327,11915.4
"34842_at","U41303","NA","NA","NA",7160.6,1546.8,194.9,1038,673,1730.2,1380.8,4959.4,5436.9,5228.6,4079.4,4858.9,9948.7,2767.4
"34843_at","AL044599","ZNF516","zinc finger protein 516",18,62.5,59.6,147.9,36.7,105.2,84.9,21.5,198.3,246.8,254.8,6.3,17.2,149.6,22.3
"34844_at","D86975","ZNF516","zinc finger protein 516",18,236.9,157.3,482.9,38.5,81.3,19.7,33.7,178,162.8,135.3,97.5,64.1,122.5,10.4
"34845_at","AL035398","SAMM50","sorting and assembly machinery component 50 homolog (S. cerevisiae)",22,804.5,464.8,249.3,519,305.5,384.3,716,1117.4,844.8,250.8,351.8,394.1,872.8,846.9
"34846_at","AF112472","CAMK2B","calcium/calmodulin-dependent protein kinase II beta",7,533.6,1329.3,734.4,723.9,1486.3,1363.1,968.1,343.2,419.6,386.3,577.4,392.5,345.8,520
"34847_s_at","AF112471","CAMK2B","calcium/calmodulin-dependent protein kinase II beta",7,85.5,365.2,35.1,197.6,493,400.8,47.7,75.3,92.1,124,177.5,88.7,154.1,61.5
"34848_at","X69141","FDFT1","farnesyl-diphosphate farnesyltransferase 1",8,585.5,335.5,608.9,313.9,93.7,64.8,141.8,614.3,263.9,809.9,535.7,610.3,767.5,248.6
"34849_at","X91257","SARS","seryl-tRNA synthetase",1,1161.4,993.2,325.4,819.3,912.1,1075.2,884.1,1468.3,1625.3,744.5,984.6,1324.6,2386.8,2215.8
"34850_at","AB017644","UBE2E3","ubiquitin-conjugating enzyme E2E 3",2,414,433.3,95.7,677.4,636.1,589.4,611.1,1059.7,3758.7,943.6,426.4,518.1,1124.1,1536.5
"34851_at","AF011468","AURKA","aurora kinase A",20,403.7,961.5,346.3,62.5,1299.3,901.6,1457.3,1003.6,138.2,340.6,475,414.5,297.6,690.1
"34852_g_at","AF011468","AURKA","aurora kinase A",20,358.1,61.8,541.5,306.5,78.1,388.1,75.9,1596.3,87.8,435.5,504.4,133.9,124.5,334.5
"34853_at","AB007865","FLRT2","fibronectin leucine rich transmembrane protein 2",14,5191.3,1252.3,860.7,1654.6,571.3,1170.8,721.9,4466.2,2842.4,5505.8,2372.4,182.9,5001.5,4242.7
"34854_at","AC004382","CIAPIN1","cytokine induced apoptosis inhibitor 1",16,371.9,356.5,1243.8,375.3,610,581.8,586.4,750.2,356.2,358.6,372.5,240.4,333,320.5
"34855_at","X76770","PAPOLA","poly(A) polymerase alpha",14,91.8,284.9,323,43.1,631.9,337.7,692.8,70.2,460.5,56.4,36.5,22.6,230.2,225.3
"34856_at","U32331","DKK3","dickkopf homolog 3 (Xenopus laevis)",11,51.6,247.9,35.3,304.9,77.8,76.6,86.1,9.1,35.8,44.6,18.8,109.8,44.8,17.3
"34857_at","Z24724","ATP13A3","ATPase type 13A3",3,538.9,72.4,182.3,320.2,135.4,104.3,111.7,1781.4,1733.5,1506.8,537.6,733.4,739.1,338.1
"34858_at","D79998","KCTD2","potassium channel tetramerisation domain containing 2",17,659.5,1177,1727.8,1582,775.7,743.4,1011.4,1334.1,703.6,773.6,1060.6,730.4,829,546.8
"34859_at","Z98046","MAGED2","melanoma antigen family D, 2","X",2918.1,692.3,533.6,2132.5,92.1,342.8,905.5,2386.4,3310.1,2820,2807.9,1281.3,5888.3,1924.6
"34860_g_at","Z98046","MAGED2","melanoma antigen family D, 2","X",10672,2173.8,2582.4,11568.1,155.5,3221.2,3402,5546.2,4833.3,6927,9516,4309.4,9956.9,3477.8
"34861_at","D63997","GOLGA3","golgin A3",12,818.5,821.6,98.7,360,600.6,546.9,1231.6,1136,1056.1,1545.6,2271.6,862,1113.1,415.7
"34862_at","AA005018","SCCPDH","saccharopine dehydrogenase (putative)",1,925.7,247.6,721.7,1279,294.9,296.3,436,908.7,420,767.9,655.7,580.1,617.8,239.9
"34863_s_at","W29030","SCCPDH","saccharopine dehydrogenase (putative)",1,4.9,46.2,313.7,214.2,35.7,232.4,295.2,26.8,124.4,23.8,31.3,36.8,174.8,57
"34864_at","AF070638","CNPPD1","cyclin Pas1/PHO80 domain containing 1",2,3680.7,6922.4,3023.2,3619.9,6696.3,4691,5060.6,2147.7,1818.9,2716.3,3943.4,2365.7,2131.1,1000.2
"34865_at","AI360249","NDUFS6","NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)",5,1071.9,766.7,771.8,1705.6,71.6,375.5,1203.1,595.7,619.4,275.6,949,907.6,759,628
"34866_at","AF055029","NA","NA","NA",580.1,794,730.9,311.7,153.2,85,280.8,527.6,812.8,328.1,207.8,864.4,430.8,155.4
"34867_at","AI041520","FABP3","fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)",1,6.5,32.4,564.1,86.2,297.2,89.9,29.9,12.2,5.3,3.6,101.6,29.3,9.6,5
"34868_at","AB029012","SMG5","smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)",1,660.1,389.3,1139.7,1020.2,296.5,563.9,184.1,944.6,479.4,236.2,756.1,761.2,603.1,879.6
"34869_at","AJ133766","LDB3","LIM domain binding 3",10,26.5,49.4,92,41.9,107.6,74,44.4,24.5,21.2,660,55.2,32.6,25.7,34.9
"34870_at","AB014513","LDB3","LIM domain binding 3",10,13,673.8,282.4,26.9,785.3,171.2,342.1,79.9,82.2,90.1,16.5,40.3,113,162.9
"34871_at","W30677","CHMP7","CHMP family, member 7",8,1317.9,272.7,174.2,2472.6,145.1,345.2,299.9,719.1,475.2,1253.7,1508,748.7,834.7,694.4
"34872_at","W26547","CHMP7","CHMP family, member 7",8,34.6,513,856.4,123.7,231.9,157,560.4,30.4,52.3,37.8,146.3,78,100.9,295.3
"34873_at","Y16241","NEBL","nebulette",10,25.7,533.7,547.7,270.1,795.9,447.4,450.6,81.7,114.7,76.1,86,2723.3,61.4,172.3
"34874_at","AJ004832","PNPLA6","patatin-like phospholipase domain containing 6",19,1779.2,481.5,3633.7,10506.8,550.6,2148.3,1368.5,1513.7,1025.6,1487.1,2682,4152.7,2066.5,1113.5
"34875_r_at","D86958","RB1CC1","RB1-inducible coiled-coil 1",8,88.9,167.6,621.4,189,29.9,20.9,164.7,101.7,192.3,140.4,62.8,91.9,122.1,150.2
"34876_at","U65090","CPD","carboxypeptidase D",17,413,453.6,89.4,227.1,404.5,560.3,433,252.7,245.4,740.1,314.3,828.2,156.7,330.8
"34877_at","AL039831","JAK1","Janus kinase 1",1,20569.1,10275.7,1393.1,4798.7,942.1,1384.1,14746.3,8853.3,11517.1,6278.4,13819.7,2843.7,14830.9,12117.3
"34878_at","AB019987","SMC4","structural maintenance of chromosomes 4",3,300.7,36.6,1110.2,60.3,342.7,172.6,194,895.7,279.9,215.6,376,52.9,154.7,448.3
"34879_at","AF007875","DPM1","dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit",20,765.4,401.1,169.1,295.6,464.7,191.2,320,874.8,822.3,1286,341.4,501.6,667.4,417.4
"34880_at","AC002115","RBM42","RNA binding motif protein 42",19,941.6,150.3,82.6,1204.9,124.2,87.8,733.7,632.3,731.5,670.4,636.4,700.1,534,637.8
"34881_at","M21812","MYLPF","myosin light chain, phosphorylatable, fast skeletal muscle",16,13.6,65.9,53.7,34.5,276.9,56.6,14.7,3.9,8.8,4241,1428,34,11.8,20.7
"34882_at","Y12065","NOP56","NOP56 ribonucleoprotein homolog (yeast)",20,953.6,174.4,409.5,1755.5,57.3,311.6,476.6,2693.5,710.8,846.4,990.1,244.4,859.2,831.6
"34883_at","D87451","RNF10","ring finger protein 10",12,224.4,425,176.1,221.9,995,491.9,571.5,170.3,183.1,246.6,615.9,603.9,187.6,217.8
"34884_at","D90282","CPS1","carbamoyl-phosphate synthase 1, mitochondrial",2,11.7,495.5,50,114.1,197.1,123.9,304.7,83.1,13.3,53.9,33.7,125.8,16.1,193.4
"34885_at","AJ002308","SYNGR2","synaptogyrin 2",17,3672.3,9302.3,4075.9,5214.5,6633.2,6503.4,6524.7,4415.9,2534.8,4325.7,5800.9,6736.6,3415.4,4903.7
"34886_at","L02320","RDX","radixin",11,65.5,190.3,65.4,454.6,144.4,674.1,339.2,109.2,395.1,94.1,104.1,153.9,815.2,392.9
"34887_at","N92548","RDX","radixin",11,2021.8,934.6,525,392.1,334.5,450,448.1,1319.8,1513.5,3739.6,1285.4,1313,2050.1,792.3
"34888_at","M23294","HEXB","hexosaminidase B (beta polypeptide)",5,48.2,113,730.1,185.3,79.4,51.9,211.4,36.1,4.9,2,54,62.2,24.9,118.8
"34889_at","AA056747","ATP6V1A","ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A",3,529.7,248.3,82.9,48.6,123.1,104.8,382.3,815.4,1238,1277,201.8,613.1,2343.3,631.2
